BHK,Size_in_SqFt,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Availability_Status,Bathrooms,Balcony,Population_Density,Mall_Distance_km,Crime_Index,Infra_Growth_Score,Amenity_Count,Floor_Ratio,State_Encoded,City_Encoded,Property_Type_Apartment,Property_Type_Independent House,Property_Type_Villa,Furnished_Status_Furnished,Furnished_Status_Semi-furnished,Furnished_Status_Unfurnished,Facing_East,Facing_North,Facing_South,Facing_West,Owner_Type_Broker,Owner_Type_Builder,Owner_Type_Owner
3,1375,10,23,28,6,3,3,0,0,0,3,2,380,7.8,4.0,6.7,5,0.43,1,36,0,0,1,1,0,0,0,0,1,0,0,0,1
1,2719,15,26,9,4,6,3,1,1,1,1,1,480,4.1,1.2,7.0,2,0.58,2,13,0,0,1,0,1,0,1,0,0,0,0,0,1
4,2924,8,23,11,5,9,3,1,0,0,4,3,9000,14.9,4.8,8.2,1,0.35,4,11,0,1,0,0,0,1,0,1,0,0,0,0,1
3,3125,10,23,28,2,5,1,1,1,1,3,1,18480,2.3,5.4,2.9,3,0.43,16,17,0,0,1,0,0,1,1,0,0,0,0,1,0
5,1439,3,27,25,3,3,3,1,0,1,5,3,1509,5.2,3.3,5.8,2,0.11,9,38,1,0,0,0,0,1,0,0,0,1,0,1,0
5,3651,7,20,3,4,3,1,1,1,0,5,2,1600,10.6,1.0,2.9,4,0.35,12,4,0,0,1,1,0,0,0,1,0,0,0,1,0
2,4678,9,26,22,10,1,1,0,0,1,2,1,5798,3.8,5.8,4.1,4,0.35,9,22,1,0,0,0,1,0,0,1,0,0,1,0,0
1,4889,11,17,32,6,7,2,1,0,0,1,0,1040,4.7,1.0,5.9,2,0.65,0,39,0,1,0,1,0,0,0,0,1,0,1,0,0
1,1496,20,22,28,9,2,1,0,0,0,1,0,1100,14.9,4.0,4.1,2,0.91,19,10,1,0,0,1,0,0,0,0,0,1,0,1,0
4,3003,3,23,21,7,4,1,1,0,0,4,2,850,10.9,5.0,4.1,3,0.13,16,41,1,0,0,0,1,0,0,1,0,0,1,0,0
3,682,2,29,4,2,3,2,1,0,1,3,2,2900,5.6,5.3,3.5,4,0.07,6,12,0,1,0,0,0,1,0,1,0,0,1,0,0
2,4971,20,22,19,6,5,2,1,1,1,2,2,2000,5.0,5.4,5.3,2,0.91,15,7,0,1,0,0,1,0,0,0,1,0,0,1,0
1,1877,5,26,8,9,4,2,1,1,0,1,0,430,13.8,4.1,5.9,4,0.19,0,40,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1773,18,27,14,6,8,1,1,1,0,1,0,565,8.7,1.0,5.0,5,0.67,11,29,0,1,0,1,0,0,0,0,1,0,1,0,0
2,1018,3,23,2,7,8,3,0,0,0,2,1,11297,1.1,8.7,8.5,2,0.13,4,30,0,1,0,0,1,0,1,0,0,0,0,1,0
3,572,14,14,22,1,1,3,1,0,0,3,2,5800,1.5,7.4,4.6,2,1.0,11,33,1,0,0,0,0,1,0,1,0,0,0,0,1
5,4606,5,11,4,5,3,3,1,1,1,5,2,1600,8.9,1.0,6.4,1,0.45,12,4,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1057,22,29,16,9,2,2,1,0,1,1,1,430,8.7,6.0,5.3,1,0.76,0,40,1,0,0,0,0,1,1,0,0,0,1,0,0
2,4046,4,24,34,4,2,1,1,1,0,2,2,18480,4.9,9.1,2.6,1,0.17,16,17,1,0,0,1,0,0,0,0,1,0,0,0,1
1,4389,4,27,29,9,5,3,0,1,1,1,0,20667,4.4,9.6,8.2,3,0.15,11,27,0,0,1,0,1,0,0,0,1,0,0,1,0
4,2258,24,26,35,3,7,3,0,0,1,4,3,1509,10.4,1.3,7.0,1,0.92,9,38,1,0,0,1,0,0,0,1,0,0,0,1,0
2,1613,20,29,4,6,2,3,0,1,1,2,1,13600,6.4,6.4,6.4,3,0.69,5,37,1,0,0,1,0,0,0,0,0,1,0,0,1
4,4505,5,27,27,10,4,2,1,0,1,4,2,24252,1.7,7.0,6.2,2,0.19,19,23,0,0,1,1,0,0,0,1,0,0,0,0,1
5,3399,14,30,14,6,6,3,1,0,0,5,3,1500,5.0,1.0,7.6,5,0.47,13,1,0,0,1,0,0,1,0,1,0,0,1,0,0
4,4355,12,21,10,10,8,3,1,1,0,4,3,430,6.1,1.0,9.4,1,0.57,0,40,0,0,1,0,1,0,0,1,0,0,1,0,0
5,3057,1,16,34,9,1,3,0,0,1,5,2,850,8.9,3.1,7.0,2,0.06,16,41,0,1,0,0,1,0,0,0,0,1,0,0,1
5,4403,5,8,17,7,7,1,1,1,1,5,2,5800,3.2,6.7,5.0,5,0.62,11,33,1,0,0,0,1,0,0,0,0,1,1,0,0
1,2707,16,28,11,3,4,1,0,1,1,1,1,1500,4.3,3.1,2.9,2,0.57,13,1,1,0,0,0,1,0,0,1,0,0,0,1,0
3,2342,26,27,30,5,5,1,1,1,1,3,2,1200,8.0,3.0,3.8,4,0.96,8,26,1,0,0,0,1,0,1,0,0,0,1,0,0
5,1340,3,8,15,5,6,1,0,1,0,5,3,3000,8.7,4.4,4.1,4,0.38,10,18,0,0,1,0,1,0,1,0,0,0,1,0,0
1,2549,0,18,18,6,9,3,0,1,1,1,1,430,5.9,2.3,8.5,5,0.0,0,40,0,1,0,0,1,0,0,1,0,0,0,0,1
3,1918,10,13,28,5,10,1,0,1,0,3,1,1600,6.7,5.9,5.3,4,0.77,12,4,0,1,0,1,0,0,0,0,0,1,0,0,1
5,2649,18,20,13,9,2,2,0,0,1,5,2,3500,6.3,6.8,5.3,5,0.9,17,31,0,0,1,0,1,0,0,0,0,1,0,1,0
1,1317,13,21,12,9,2,1,0,0,0,1,1,18480,3.4,8.3,4.1,4,0.62,16,17,0,0,1,1,0,0,1,0,0,0,1,0,0
1,4411,9,22,28,5,4,1,0,0,1,1,0,1815,13.0,3.8,3.5,3,0.41,17,24,0,1,0,0,1,0,0,1,0,0,0,0,1
1,2704,6,13,9,6,10,2,0,0,0,1,0,9000,6.7,3.8,6.8,2,0.46,4,11,0,1,0,0,1,0,0,0,1,0,0,0,1
3,4916,22,25,22,7,10,1,1,0,1,3,1,6900,3.3,7.8,5.9,5,0.88,14,19,1,0,0,0,1,0,0,0,0,1,1,0,0
4,4352,7,24,13,9,2,2,1,1,0,4,2,900,8.0,4.5,5.3,1,0.29,8,28,0,0,1,0,1,0,0,1,0,0,0,0,1
3,768,5,17,17,4,4,2,1,0,0,3,1,594,13.1,1.9,4.4,4,0.29,18,9,0,0,1,0,1,0,0,1,0,0,1,0,0
4,2746,14,17,19,3,9,2,1,0,1,4,3,1040,5.7,2.7,5.6,2,0.82,0,39,0,0,1,0,1,0,0,0,1,0,0,0,1
4,1103,2,9,13,3,2,1,0,1,1,4,2,420,13.3,5.0,2.3,1,0.22,3,5,0,0,1,1,0,0,0,0,0,1,0,0,1
5,4488,13,30,2,3,7,3,0,0,1,5,2,11730,3.7,5.0,7.0,3,0.43,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4,745,0,4,25,6,10,2,1,1,0,4,2,11730,0.7,8.0,6.8,2,0.0,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1
5,4234,16,17,18,2,3,2,0,1,1,5,3,1200,10.5,2.2,3.5,4,0.94,7,20,0,1,0,0,0,1,1,0,0,0,1,0,0
2,2398,4,19,28,10,10,3,1,0,1,2,2,2200,4.5,4.2,10.0,3,0.21,13,25,1,0,0,0,0,1,1,0,0,0,0,0,1
5,4556,1,24,10,5,6,3,0,0,0,5,3,500,4.2,1.7,7.3,2,0.04,14,21,0,0,1,1,0,0,0,0,1,0,1,0,0
1,4894,7,12,25,7,10,1,1,1,1,1,1,1200,9.0,1.8,5.9,4,0.58,7,20,0,0,1,0,0,1,0,0,1,0,0,0,1
3,4906,17,20,11,3,7,2,1,1,1,3,1,430,7.6,1.9,5.0,5,0.85,0,40,0,0,1,0,1,0,1,0,0,0,0,0,1
4,3145,4,17,30,9,5,2,0,1,1,4,2,6900,4.1,3.4,6.2,5,0.24,14,19,1,0,0,1,0,0,1,0,0,0,0,1,0
3,4022,7,14,12,7,7,1,0,0,1,3,2,24252,2.5,3.7,5.0,5,0.5,19,23,0,1,0,0,0,1,0,0,1,0,0,1,0
1,1462,2,26,27,2,4,2,1,0,1,1,1,1600,11.0,3.1,3.8,2,0.08,12,4,1,0,0,0,0,1,0,0,1,0,0,0,1
2,807,5,13,21,7,5,2,0,0,0,2,2,1040,10.9,5.5,5.6,1,0.38,0,39,1,0,0,0,1,0,0,0,0,1,0,0,1
4,722,8,25,31,9,7,2,0,1,0,4,2,594,5.7,2.0,6.8,1,0.32,18,9,1,0,0,0,0,1,0,0,0,1,0,1,0
2,4008,10,29,25,3,4,3,0,0,1,2,1,1200,6.4,1.0,6.1,3,0.34,8,26,0,0,1,0,1,0,0,0,1,0,0,1,0
3,3781,6,20,20,7,5,2,1,1,1,3,2,1600,12.3,3.2,5.6,4,0.3,12,4,1,0,0,1,0,0,0,1,0,0,1,0,0
5,4989,6,26,15,6,1,3,1,0,1,5,2,850,14.3,2.9,6.1,3,0.23,16,41,0,0,1,0,0,1,1,0,0,0,1,0,0
3,1826,0,8,25,3,3,3,1,0,0,3,1,26903,2.2,3.5,5.8,3,0.0,15,6,1,0,0,0,0,1,0,1,0,0,1,0,0
2,4552,6,29,24,7,10,2,0,1,1,2,2,4378,2.4,5.5,7.1,5,0.21,8,2,0,1,0,0,0,1,0,0,1,0,1,0,0
5,3784,4,25,17,9,3,2,0,1,0,5,2,1200,3.4,3.1,5.6,3,0.16,7,20,0,1,0,0,0,1,0,0,0,1,1,0,0
5,1886,6,13,35,8,2,2,1,0,1,5,3,4378,1.7,7.5,5.0,4,0.46,8,2,0,0,1,0,0,1,1,0,0,0,0,0,1
1,4390,0,5,9,2,3,1,0,1,1,1,1,2200,6.3,4.5,2.3,1,0.0,13,25,0,0,1,0,1,0,0,0,0,1,1,0,0
4,4565,22,28,19,6,3,1,0,1,0,4,3,2200,8.7,3.6,3.5,1,0.79,13,25,0,1,0,0,0,1,0,1,0,0,1,0,0
4,1226,12,21,3,9,9,2,0,1,0,4,2,480,5.8,4.2,7.4,3,0.57,2,13,0,0,1,1,0,0,0,1,0,0,0,0,1
1,3552,20,23,13,10,10,2,1,1,0,1,0,2000,9.5,1.6,8.0,5,0.87,15,7,0,0,1,1,0,0,0,1,0,0,0,0,1
1,4453,13,26,24,5,8,2,0,0,0,1,1,1540,13.8,4.2,5.9,4,0.5,1,15,0,0,1,1,0,0,0,0,0,1,1,0,0
1,1285,19,30,15,6,2,3,0,0,1,1,0,20667,5.0,9.3,6.4,4,0.63,11,27,0,0,1,0,1,0,0,0,1,0,0,1,0
5,2515,15,20,3,7,5,3,1,1,1,5,3,2100,3.6,7.0,7.6,5,0.75,12,8,1,0,0,0,1,0,0,1,0,0,1,0,0
1,4991,7,9,35,3,6,3,0,1,0,1,0,5798,6.5,4.5,6.7,2,0.78,9,22,0,1,0,0,0,1,0,0,1,0,1,0,0
5,836,1,8,20,7,6,2,0,0,1,5,2,1815,8.5,1.0,5.9,4,0.12,17,24,1,0,0,0,1,0,0,0,0,1,1,0,0
1,1974,1,14,30,8,7,3,1,1,0,1,1,594,13.8,3.5,8.5,2,0.07,18,9,0,1,0,1,0,0,0,1,0,0,1,0,0
1,4213,2,5,23,1,8,3,1,1,0,1,0,500,5.8,5.0,6.7,1,0.4,14,21,1,0,0,0,1,0,0,0,1,0,0,1,0
2,3721,6,17,7,1,9,1,0,0,1,2,2,24252,3.4,7.8,3.8,2,0.35,19,23,0,1,0,1,0,0,0,0,0,1,1,0,0
2,1849,11,18,12,8,1,1,0,1,1,2,1,3800,14.6,8.0,3.5,1,0.61,6,14,0,1,0,1,0,0,0,0,1,0,0,1,0
5,2963,0,3,15,9,8,1,1,1,1,5,2,480,9.2,3.8,5.9,4,0.0,2,13,1,0,0,1,0,0,1,0,0,0,0,1,0
3,721,14,21,4,1,10,1,1,1,1,3,1,20667,2.8,5.0,4.1,3,0.67,11,27,1,0,0,0,0,1,0,1,0,0,1,0,0
5,3169,18,28,7,10,10,2,0,0,0,5,3,1100,6.0,2.5,8.0,1,0.64,19,10,0,1,0,0,1,0,0,0,1,0,0,1,0
3,3402,4,10,17,5,6,1,1,1,1,3,2,24252,3.7,5.5,4.1,5,0.4,19,23,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1593,22,23,18,7,6,2,1,1,0,1,1,2100,9.5,8.1,5.9,3,0.96,12,8,0,0,1,0,1,0,0,0,1,0,0,0,1
3,961,1,6,17,8,5,3,1,1,0,3,1,4378,1.0,3.8,7.9,4,0.17,8,2,0,1,0,0,1,0,0,0,1,0,1,0,0
3,3349,2,25,27,2,5,1,1,0,0,3,2,1803,4.5,3.1,2.9,4,0.08,2,32,0,0,1,0,0,1,0,0,0,1,0,1,0
3,4304,17,23,20,4,4,2,1,0,1,3,1,420,3.5,4.1,4.4,4,0.74,3,5,0,0,1,0,1,0,1,0,0,0,1,0,0
4,1076,21,29,31,4,1,2,0,0,0,4,3,5798,4.7,6.8,3.5,5,0.72,9,22,0,0,1,1,0,0,0,1,0,0,1,0,0
4,3069,9,14,6,5,2,3,1,0,0,4,3,2100,14.9,4.3,6.1,5,0.64,12,8,1,0,0,0,0,1,1,0,0,0,1,0,0
2,1817,1,27,3,5,5,3,0,1,0,2,2,500,10.9,5.1,7.0,4,0.04,14,21,1,0,0,0,1,0,0,0,0,1,0,1,0
3,4084,7,25,34,1,3,2,0,0,0,3,2,380,8.0,3.0,3.2,2,0.28,1,36,0,0,1,0,0,1,0,0,0,1,0,0,1
2,3847,15,27,26,7,2,1,1,1,0,2,2,3800,12.8,4.3,3.5,5,0.56,6,14,0,1,0,1,0,0,0,0,0,1,0,1,0
5,569,5,6,15,4,4,2,1,0,1,5,3,900,4.6,2.5,4.4,5,0.83,8,28,0,0,1,1,0,0,0,1,0,0,0,1,0
2,502,21,23,17,4,10,1,1,1,0,2,1,480,5.7,1.0,5.0,1,0.91,2,13,0,0,1,1,0,0,1,0,0,0,0,1,0
5,3908,3,27,2,8,9,1,0,0,1,5,3,4378,2.3,4.9,5.9,3,0.11,8,2,0,0,1,1,0,0,0,0,1,0,0,1,0
5,3318,21,26,28,3,6,2,1,1,1,5,3,5798,11.1,5.3,4.7,3,0.81,9,22,0,1,0,0,0,1,0,1,0,0,0,1,0
2,3650,9,16,33,7,9,2,0,0,1,2,1,500,9.0,1.0,6.8,5,0.56,14,21,0,0,1,0,0,1,0,1,0,0,1,0,0
1,1631,1,14,32,6,1,1,1,1,1,1,1,5798,14.1,3.0,2.9,1,0.07,9,22,0,1,0,1,0,0,1,0,0,0,0,1,0
3,2480,7,9,22,9,8,3,1,1,1,3,2,480,5.2,2.5,9.1,3,0.78,2,13,0,1,0,0,0,1,0,0,1,0,1,0,0
4,4409,21,23,14,9,2,2,0,1,1,4,3,6900,9.8,6.4,5.3,1,0.91,14,19,0,0,1,0,0,1,0,1,0,0,0,1,0
1,1900,6,11,2,1,10,2,1,0,0,1,1,430,14.9,1.0,5.3,3,0.55,0,40,0,1,0,0,1,0,0,1,0,0,1,0,0
3,3622,6,26,19,9,9,3,0,0,0,3,1,20667,4.5,5.8,9.4,1,0.23,11,27,0,1,0,0,1,0,0,0,0,1,0,1,0
5,4529,10,17,20,1,2,2,1,1,1,5,3,850,11.4,3.1,2.9,3,0.59,16,41,0,0,1,0,0,1,0,1,0,0,0,0,1
1,4113,18,21,4,7,1,1,0,1,1,1,0,13600,14.1,7.0,3.2,4,0.86,5,37,0,1,0,0,0,1,0,1,0,0,0,1,0
1,2787,7,25,19,8,7,2,0,0,1,1,0,3000,3.7,3.2,6.5,3,0.28,10,18,0,1,0,0,1,0,0,1,0,0,0,0,1
5,3550,5,5,24,9,8,3,0,1,1,5,3,420,9.9,4.1,9.1,4,1.0,3,5,1,0,0,0,0,1,0,1,0,0,1,0,0
2,4203,20,29,31,3,5,2,1,1,1,2,1,3500,14.6,6.3,4.4,2,0.69,17,31,1,0,0,0,0,1,0,0,0,1,0,1,0
4,4392,26,28,35,1,4,3,1,0,1,4,3,900,14.8,2.7,5.5,3,0.93,8,28,0,0,1,0,0,1,0,0,1,0,0,1,0
1,3181,21,27,6,3,2,3,0,1,0,1,0,20667,1.2,7.2,5.5,1,0.78,11,27,0,0,1,0,1,0,0,0,0,1,0,0,1
3,4197,15,30,5,10,4,3,1,1,0,3,1,1815,13.1,2.9,8.2,3,0.5,17,24,0,0,1,0,0,1,1,0,0,0,0,0,1
5,3644,15,21,14,4,4,2,0,1,0,5,3,13600,6.5,9.9,4.4,5,0.71,5,37,0,1,0,0,1,0,0,1,0,0,0,0,1
5,758,3,20,14,10,7,2,0,0,0,5,2,1500,14.8,1.2,7.1,1,0.15,13,1,0,1,0,0,0,1,1,0,0,0,1,0,0
5,4707,3,3,17,7,4,1,0,1,0,5,2,1540,6.0,4.4,4.1,1,1.0,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0
4,2655,7,27,19,8,2,3,0,0,0,4,2,3800,14.6,5.0,7.0,2,0.26,6,14,0,0,1,0,0,1,0,0,1,0,0,0,1
2,4707,11,13,13,9,6,3,0,0,1,2,2,740,4.0,5.4,8.5,4,0.85,7,35,1,0,0,0,0,1,0,0,1,0,1,0,0
3,2499,5,24,9,6,10,1,0,1,0,3,2,4378,3.6,3.8,5.6,3,0.21,8,2,0,0,1,1,0,0,1,0,0,0,0,0,1
4,4376,5,25,30,6,4,1,0,1,0,4,3,2100,7.4,4.8,3.8,2,0.2,12,8,1,0,0,1,0,0,0,0,0,1,0,0,1
4,1783,1,25,30,6,5,3,0,0,0,4,2,690,12.6,3.6,7.3,4,0.04,3,34,0,1,0,1,0,0,0,0,0,1,1,0,0
5,605,27,27,14,7,2,2,1,1,1,5,3,5798,4.4,3.8,4.7,5,1.0,9,22,0,0,1,1,0,0,0,0,0,1,1,0,0
5,3352,9,15,8,9,7,3,1,0,0,5,2,2200,14.0,1.4,8.8,1,0.6,13,25,1,0,0,1,0,0,1,0,0,0,1,0,0
3,4104,6,7,6,4,8,3,1,1,1,3,1,594,6.3,1.0,7.6,5,0.86,18,9,0,1,0,0,1,0,0,0,1,0,0,1,0
5,2655,2,7,14,4,9,3,1,1,1,5,2,4378,2.2,1.0,7.9,2,0.29,8,2,0,1,0,1,0,0,0,0,0,1,0,1,0
1,2562,4,13,31,7,7,3,1,1,1,1,0,26903,4.7,10.0,8.2,5,0.31,15,6,0,1,0,1,0,0,0,0,1,0,0,1,0
2,4526,15,22,29,6,1,3,0,0,1,2,2,6900,5.5,4.8,6.1,2,0.68,14,19,1,0,0,0,0,1,0,0,0,1,0,1,0
2,1537,21,30,29,6,3,2,1,1,1,2,2,11730,0.8,7.8,4.7,2,0.7,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0
5,4035,14,20,11,10,1,3,1,0,1,5,2,900,12.5,2.7,7.3,1,0.7,8,28,0,1,0,0,0,1,0,0,1,0,0,1,0
4,3740,24,29,23,1,5,1,1,1,0,4,2,740,11.5,2.2,2.6,3,0.83,7,35,1,0,0,0,1,0,0,0,0,1,1,0,0
2,2123,8,30,26,10,10,2,0,1,0,2,1,380,4.0,5.2,8.0,3,0.27,1,36,1,0,0,1,0,0,0,1,0,0,0,1,0
3,1142,9,21,25,1,6,1,0,0,0,3,1,5800,4.2,4.3,2.9,1,0.43,11,33,0,0,1,0,1,0,0,0,0,1,0,1,0
1,3889,1,14,32,1,7,1,0,1,0,1,0,850,10.6,3.0,3.2,4,0.07,16,41,0,0,1,0,1,0,0,1,0,0,0,0,1
2,2458,8,30,4,5,2,3,1,1,1,2,2,1600,7.3,3.4,6.1,4,0.27,12,4,1,0,0,1,0,0,1,0,0,0,0,0,1
3,4297,13,21,33,9,5,3,0,0,1,3,1,1200,5.9,3.3,8.2,4,0.62,8,26,1,0,0,0,1,0,0,0,1,0,1,0,0
4,2665,7,19,33,3,4,2,0,0,1,4,3,855,13.0,2.4,4.1,4,0.37,10,3,1,0,0,1,0,0,0,1,0,0,1,0,0
5,2563,2,21,16,7,3,3,0,0,1,5,2,3000,11.9,8.0,7.0,3,0.1,10,18,0,1,0,0,0,1,0,1,0,0,0,0,1
4,965,12,23,5,4,8,1,1,0,1,4,2,13600,6.1,6.1,4.4,3,0.52,5,37,0,1,0,0,0,1,0,1,0,0,1,0,0
4,3833,15,22,27,4,8,2,0,0,0,4,3,1040,9.8,1.0,5.6,5,0.68,0,39,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1412,7,10,19,7,9,2,1,1,0,1,0,18480,3.7,8.1,6.8,4,0.7,16,17,0,1,0,1,0,0,0,0,0,1,1,0,0
2,1450,16,16,10,7,7,2,0,1,1,2,2,18480,4.6,6.6,6.2,1,1.0,16,17,0,0,1,0,1,0,0,1,0,0,0,1,0
5,3958,6,12,21,9,8,3,0,0,1,5,3,1540,4.7,4.0,9.1,2,0.5,1,15,1,0,0,1,0,0,0,1,0,0,1,0,0
3,2779,11,14,22,9,1,3,0,0,1,3,2,480,7.1,1.8,7.0,4,0.79,2,13,0,1,0,0,0,1,0,1,0,0,1,0,0
5,4254,3,12,13,4,1,1,0,0,0,5,2,1500,12.0,1.0,2.3,2,0.25,13,1,0,0,1,0,1,0,1,0,0,0,0,1,0
4,2706,10,28,10,6,8,1,0,1,0,4,3,690,14.2,4.8,5.0,4,0.36,3,34,1,0,0,1,0,0,0,0,1,0,0,1,0
2,4387,10,19,25,5,2,3,0,1,0,2,1,594,3.9,2.1,6.1,3,0.53,18,9,1,0,0,0,1,0,0,0,0,1,1,0,0
2,1714,17,22,22,5,5,3,1,1,1,2,2,1509,12.4,3.3,7.0,2,0.77,9,38,0,0,1,1,0,0,0,1,0,0,1,0,0
4,3147,6,9,18,5,4,3,1,0,0,4,2,3800,7.4,3.3,6.7,5,0.67,6,14,0,1,0,0,0,1,0,0,0,1,0,1,0
2,2991,19,20,18,4,4,1,1,1,1,2,1,690,7.9,2.5,3.2,4,0.95,3,34,0,0,1,0,1,0,0,0,1,0,0,0,1
5,4437,4,17,25,1,1,3,1,0,0,5,3,11730,1.6,6.5,4.6,4,0.24,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5,2458,1,16,22,9,3,2,1,1,0,5,2,565,8.2,4.9,5.6,2,0.06,11,29,0,1,0,0,1,0,1,0,0,0,0,1,0
5,1495,22,28,12,1,8,1,0,1,1,5,2,2200,14.2,5.4,3.5,1,0.79,13,25,0,0,1,0,0,1,0,0,1,0,1,0,0
1,1873,15,19,27,5,8,1,1,0,1,1,1,380,9.9,6.6,4.7,4,0.79,1,36,0,1,0,0,0,1,0,0,1,0,0,0,1
5,3274,2,5,29,1,4,1,0,1,0,5,2,1100,13.2,2.0,2.3,2,0.4,19,10,0,1,0,0,0,1,0,0,1,0,0,1,0
5,4090,6,7,13,4,1,2,0,0,0,5,2,817,9.6,4.6,3.5,5,0.86,18,16,0,1,0,1,0,0,0,0,0,1,0,1,0
3,1994,13,21,9,4,4,1,1,1,0,3,2,1815,9.6,3.8,3.2,5,0.62,17,24,0,1,0,0,0,1,0,1,0,0,1,0,0
1,2660,5,28,4,9,7,3,0,1,0,1,0,565,9.6,4.5,8.8,4,0.18,11,29,0,0,1,0,0,1,1,0,0,0,0,0,1
5,4283,7,18,11,7,6,1,1,0,0,5,3,480,12.7,2.7,4.7,5,0.39,2,13,1,0,0,1,0,0,0,0,1,0,0,0,1
2,2551,10,14,4,6,7,3,0,1,0,2,2,1815,6.6,1.3,7.9,4,0.71,17,24,0,0,1,0,1,0,0,0,0,1,0,1,0
4,3639,3,11,22,2,1,2,0,1,0,4,3,2000,4.7,6.8,2.9,5,0.27,15,7,1,0,0,0,1,0,1,0,0,0,0,0,1
4,3460,7,11,31,7,2,2,1,0,0,4,3,20667,0.5,4.5,4.7,5,0.64,11,27,1,0,0,1,0,0,0,0,0,1,1,0,0
5,1608,12,26,17,4,5,1,1,0,1,5,3,11730,3.3,6.1,3.5,2,0.46,5,0,0,0,1,1,0,0,0,1,0,0,0,0,1
3,2127,4,21,22,2,7,1,1,1,1,3,1,1509,13.3,1.9,3.5,1,0.19,9,38,1,0,0,0,0,1,0,0,0,1,0,0,1
5,3074,1,12,15,5,8,1,0,0,1,5,3,24252,1.7,9.0,4.7,5,0.08,19,23,0,1,0,0,0,1,0,1,0,0,1,0,0
2,4242,18,30,5,3,2,1,1,0,1,2,1,18480,1.8,7.1,2.3,1,0.6,16,17,1,0,0,0,0,1,1,0,0,0,1,0,0
4,1069,9,20,11,1,7,1,1,0,0,4,3,420,6.3,2.1,3.2,5,0.45,3,5,0,1,0,1,0,0,0,0,1,0,1,0,0
4,2977,6,14,4,6,9,2,1,1,1,4,2,850,7.3,3.0,6.5,2,0.43,16,41,0,1,0,0,0,1,0,0,1,0,1,0,0
2,2882,12,17,28,3,5,1,1,0,0,2,2,480,3.1,5.0,3.2,2,0.71,2,13,0,0,1,0,0,1,0,0,1,0,0,0,1
4,1298,2,28,5,7,5,1,0,1,0,4,3,2100,8.2,2.1,4.4,1,0.07,12,8,0,1,0,0,0,1,0,1,0,0,0,1,0
5,1668,7,13,27,8,8,2,1,0,1,5,2,2100,11.4,4.3,6.8,4,0.54,12,8,0,0,1,0,0,1,1,0,0,0,1,0,0
1,2528,1,4,23,7,4,1,1,0,1,1,1,9000,14.3,2.9,4.1,4,0.25,4,11,0,1,0,0,1,0,0,1,0,0,0,1,0
3,2974,17,24,18,8,2,1,0,0,0,3,1,850,6.3,6.8,3.8,5,0.71,16,41,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1750,13,27,31,6,7,3,1,0,0,2,1,2200,14.5,6.0,7.9,2,0.48,13,25,0,0,1,0,0,1,0,0,0,1,1,0,0
3,2349,8,12,13,1,2,2,1,1,1,3,1,594,3.9,3.3,2.9,5,0.67,18,9,1,0,0,1,0,0,0,0,1,0,0,0,1
2,1123,3,17,29,3,6,3,0,0,1,2,1,817,10.1,2.6,6.7,5,0.18,18,16,0,0,1,0,0,1,1,0,0,0,0,0,1
2,2708,7,27,33,8,9,3,1,1,1,2,1,18480,4.6,7.6,9.1,1,0.26,16,17,1,0,0,1,0,0,0,0,1,0,0,1,0
2,1005,18,20,35,10,2,1,1,1,1,2,1,1500,6.0,2.8,4.4,5,0.9,13,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1,4202,22,24,25,2,6,3,1,1,0,1,0,1509,7.7,1.0,6.4,3,0.92,9,38,0,1,0,0,0,1,0,1,0,0,1,0,0
3,2185,18,27,24,4,10,2,0,1,1,3,2,26903,1.9,8.3,6.2,2,0.67,15,6,0,1,0,0,0,1,1,0,0,0,1,0,0
3,4063,2,30,9,3,9,2,1,0,0,3,1,855,6.1,3.2,5.6,5,0.07,10,3,0,0,1,1,0,0,0,1,0,0,0,1,0
1,744,0,28,19,3,9,3,1,1,0,1,1,500,6.7,1.0,7.6,1,0.0,14,21,0,1,0,0,1,0,0,0,1,0,0,1,0
3,4941,23,30,13,5,8,2,1,0,1,3,2,430,8.8,1.9,5.9,3,0.77,0,40,0,0,1,1,0,0,0,0,1,0,0,0,1
3,4200,7,28,8,2,3,1,1,0,1,3,2,1815,10.3,2.1,2.3,2,0.25,17,24,1,0,0,0,1,0,1,0,0,0,1,0,0
2,757,14,29,23,3,3,3,1,0,0,2,2,817,11.2,3.7,5.8,1,0.48,18,16,0,0,1,1,0,0,0,0,0,1,0,1,0
2,2938,7,9,11,6,10,1,1,0,1,2,1,20667,2.8,10.0,5.6,3,0.78,11,27,0,0,1,0,0,1,0,0,0,1,0,1,0
